cast,title
"['Jung Kyung Ho', 'Hwang Jung Eum', 'Ryu Soo Young', 'Seo Hyo Rim', 'Cha In Pyo', 'Bae Min Hee', 'Shin Eun Jung', 'Lee Yong Yi', 'Jun So Min', 'Choi Sung Gook', 'Ham Eun Jung', 'Kim Min Kyo', 'Jung Woong In', 'Kim Joon', 'Jung Dong Hwan', 'Do Ki Suk', 'Shim Hye Jin', 'Im Joo Eun', 'Choi Ryung', 'Lee Seung Hyung', 'Lee Young E', 'Kim Min Young', 'Choi Ji Na', 'Yoon Sung Hyun', 'Lee Jung Sung', 'Lee Won Jae', 'Han Yeo Wool', 'Bae Min Soo', 'Lee Dong Shin', 'Lee Jae Hoon', 'Ji Joo Yun']",Endless Love
"['Kim Soo Ro', 'Bae Doona', 'Lee Hyun Woo', 'Oh Yoon Ah', 'Yoo Seung Ho', 'Park Jiyeon', 'Go Ah Sung', 'Byun Hee Bong', 'Shim Hyung Tak']",Master of Study
"['Kim Kwang Gyu', 'Han Ye Seul', 'Oh Ji Ho', 'Park Han Byul', 'Kim Sung Min']",Couple Fantasy
"['Choi Jin Shil', 'Cha In Pyo', 'Jeon Do Yeon', 'Ahn Jae Wook']",Star In My Heart
"['Hong Jong Hyun', 'Moon Jung Hee', 'Jung Joon Ho', 'Song Yoon Ah', 'Jo Duk Hyun', 'Son Sung Yoon', 'Kim Hyun Kyoon', 'Park Ah In', 'Park Ha Young', 'Jun Soo Kyung', 'Choi Song Hyun', 'Jang Seo Won', 'Choi Jong Hwan', 'Kim Hyung Bum', 'Park Jung Soo', 'Jung Soo Young', 'Lee Hee Do', 'Jung Jae Soon', 'Jo Min Ah', 'Kim Jung Wook', 'Jun Jin Seo']",Mama
"['Yoon Sang Hyun', 'Lee Yo Won', 'Chansung', 'Song Jae Hee', 'Kwon Hyun Sang', 'Hwang Bo Ra', 'Yoo Jae Myung', 'Kim Sun Young (1976)', 'Im Ha Ryong', 'Yeon Jung Hoon', 'Son Jong Hak']",Ms. Temper & Nam Jung Gi
"['Park Shi Hoo', 'Lee Soo Hyuk', 'Jo Sung Ha', 'Kwon Yuri', 'Yoon Tae Young', 'Jung Man Sik', 'Choi Yoon So', 'Ji Il Joo', 'Song Jae Ho', 'Kang Kyung Hun', 'Jin Kyung', 'Kim Bo Mi', 'Lee Chul Min', 'Ahn Suk Hwan']",Neighborhood Hero
"['Kim Nam Jin', 'Sung Yuri', 'Cha Tae Hyun', 'Jin Jae Young', 'Jennifer Lee', 'Lee Deok Hwa']",First Love of a Royal Prince
"['Jang Hyuk', 'Kim Hee Ae', 'No Min Woo', 'Lee Min Jung', 'Choi Jung Woo', 'Jung Suk Won', 'Yeo Ho Min', 'Kang Kyung Hun', 'Han Yoo Yi', 'Lee Hae Young', 'Kim Sung Kyum', 'Ricky Kim', 'Yoon Je Moon', 'Kim Byung Gi', 'Kim Sung Oh', 'Park Hyuk Kwon', 'Jang Won Young', 'Baek Seung Hyun', 'Kim Kyu Jin', 'Lee Sang Yeob', 'Lee Sun Ho', 'Yang Jin Woo', 'Chun Ho Jin', 'Shin Seung Hwan', 'Lee Deok Hwa']",Midas
"['Kim Jaejoong', 'Uee', 'Baro', 'Jung Hye Sung']",Manhole
"['Min Hyo Rin', 'Jessi', 'Ra Mi Ran', 'Kim Sook', 'Hong Jin Kyung']",Sister's Slam Dunk
"['BTS', 'The Boyz', 'WJSN', 'Kim Yeon Ja', 'Celeb Five', 'Norazo', 'NUEST W', 'Lovelyz', 'Red Velvet', 'Roy Kim', 'MOMOLAND', 'VIXX', 'Sunmi', 'Apink', '(G)I-DLE', 'GFRIEND', 'Oh My Girl', 'Yong Junhyung', 'Chungha', 'Hwang Chi Yeol', '10cm', 'AOA', 'BTOB', 'EXO', 'GOT7', 'MONSTA X', 'NCT 127', 'SEVENTEEN', 'TWICE', 'Wanna One', 'Jin', 'Dahyun', 'Chanyeol']",2018 KBS Song Festival
"['Kai', 'Park Eun Bin', 'Yeon Jun Suk']",Choco Bank
"['Lee Joon Gi', 'Park Ha Sun', 'Ryu Soo Young', 'Kim So Yeon', 'Chun Ho Jin', 'Ahn Se Ha', 'Im Se Mi', 'Uhm Hyo Sup', 'Ahn Yong Joon', 'Jo Min Ki', 'Kim Hye Ok', 'Kim Jae Man', 'Yoon Hee Suk', 'Park Ha Na', 'Jung In Ki', 'Kang Ha Neul', 'Song Jae Rim', 'Kim Young Choon', 'Park Joo Hyung', 'Jo Jung Eun', 'Lee Chae Mi']",Two Weeks
"['Cha Seung Won', 'Choo Sang Mi', 'Lee Hyung Chul', 'Kim Sun Ah', 'Shin Jung Geun', 'Yang Jae Sung', 'Park Joo Ah', 'Yoon Se Ah', 'Choi Sang Hoon', 'Kim Jin Seong', 'Kim Dong Gyoon', 'Kim Sung Oh', 'Yum Dong Hun', 'Min Joon Hyun', 'Nam Hyun Joo', 'Cha Hwa Yun', 'Jung Soo Young', 'Lee Joon Hyuk (1984)', 'Choi Il Hwa']",City Hall
['Jun Hyun Moo'],Fantastic Duo 2
"['Kim Dasom', 'Ryu Soo Young', 'Go Doo Shim', 'Ki Tae Young', 'Son Eun Seo']",The Virtual Bride
"['Lee Yoo Young', 'Kim Seon Ho', 'Sung Joo']",You Drive Me Crazy
"['Seo Ji Hoon', 'Kei (1995)', 'Baek Chul Min', 'Kim Chang Hwan', 'Jo Jae Yoon']",Matching! Boys Archery
"['Shin Sung Woo', 'Bae Doona', 'Kang Dong Won', 'Kim Yoo Mi', 'Kim Hae Sook', 'Kim Sung Kyum']",Country Princess
"['Lee Sung Min', 'Go Sung Hee', 'Lee Sun Gyun', 'Lee Yeon Hee', 'Lee Ki Woo', 'Moon Ji In', 'Jang Won Young', 'Lee Mi Sook', 'Oh Jung Se', 'Kang Tae Oh', 'Heo Tae Hee', 'Kim Ye Won', 'Ha Yun Joo', 'Go In Bum', 'Jang Yong', 'Park Ha Na', 'Hong Ji Min', 'Choi Jae Hwan', 'Im Ye Jin', 'Song Sun Mi', 'Jung Kyu Soo', 'Jung Suk Yong', 'Jo Sang Ki', 'Baek Bong Ki']",Miss Korea
['Yu Hui Yeol'],Yu Huiyeol’s Sketchbook
"['Kwon Sang Woo', 'Park Ha Sun', 'Lee Jung Jin', 'Choi Ji Woo', 'Lee Jung Shin', 'Jo Hwi Joon', 'Kim Hyung Bum', 'Kim So Young', 'Hong Yeo Jin', 'Choi Il Hwa', 'Jo Mi Ryung', 'Jung Hye Sun', 'Kim Sung Kyum', 'Ahn Se Ha', 'Yoon Ah Jung', 'Choi Hyun', 'Joo Jin Mo (1958)']",Temptation
"['Mingyu', 'Jung Chae Yeon', 'Song Kang']",SBS Inkigayo
"['Shin Ha Kyun', 'Jo Yoon Hee', 'Yoo Joon Sang', 'Jeon Gook Hwan', 'Choi Won Hong', 'Jo Jae Yoon', 'Lee Jung Eun', 'Kwak Dong Yeon']",Pied Piper
"['Park Kwang Hyun', 'Park Eun Hye', 'Lee Joo Hyun', 'Seo Yoo Jung', 'Moon Ji Yoon']",Pink Lipstick
"['Jo Hyun Jae', 'Park Ha Sun', 'Jin Goo', 'Han Chae Young', 'Han Sun Hwa', 'Jang Yong', 'Jung Young Sook', 'Lee Dae Ro', 'Choi Jung Woo', 'Shim Hyung Tak', 'Wang Suk Hyun', 'Lee Dae Yeon', 'Hong Ji Min', 'Lee Jung Gil', 'Bang Eun Hee', 'Shin Seung Hwan', 'Lee Hae Young', 'Yoo In Young', 'Kang Sung Jin', 'Ah Young', 'Go Chang Suk', 'Kwak Hee Sung']",AD Genius Lee TaeBaek
"['Kim Min Jong', 'Jung Hye Young', 'Jung Il Woo', 'Yoon Jin Seo', 'Kang Nam Gil', 'Park Chul Min', 'Park Geun Hyung', 'Sandara Park', 'Lee Hyun Woo', 'Song Ji In', 'Lee Kye In (Yi']",The Return of Iljimae
"['Kim Min Joon', 'Ha Ji Won', 'Lee Seo Jin', 'Kwon Oh Joong', 'Jung Wook', 'Jung Min Ah', 'Jun In Taek', 'Shin Seung Hwan', 'Lee Moon Shik', 'Park Young Gyu', 'Chae Young In', 'No Hyun Hee', 'Kwon Yong Woon', 'Yoon Moon Sik', 'Seo Bum Shik', 'Jung Ho Keun', 'Jo Jae Hyuk']",Damo
"['Kim Sung Ryung', 'Kim Min Jong', 'Kim Bum', 'Son Dambi', 'Im Seulong']",Mrs. Cop 2
"['Lee Pil Mo', 'Park Jin Hee', 'Kim Bum', 'Uhm Ji Won', 'Wang Bit Na', 'Choi Chul Ho', 'Park Ji Young']","Still, Marry Me"
"['Jang Hyuk', 'Lee Da Hae', 'Kim Hwan Hee', 'Kim Hae Sook', 'Hong Kyung In', 'Kim Jung Tae']",Robber
"['Kim Bum', 'Park Sung Woong', 'Yoon So Yi', 'Lee Won Jong', 'Kim Tae Hoon', 'Im Hyun Sung', 'Kim Min Joon', 'Kang Sung Jin', 'Lee Kyung Young']",Hidden Identity
"['Uhm Ji Won', 'Lee Yoo Ri', 'Choi Byung Mo', 'Lee Jong Hyuk', 'Kim Kwang Gyu', 'Son Eun Seo', 'Lee Seo Yeon', 'Yoo Jung Woo', 'Heo Tae Hee', 'Geum Chae An', 'Sa Kang', 'Ahn Se Ha', 'Kim Nam Hee', 'Oh Young Sil', 'Jung Han Hun', 'Kim Jung Pal', 'Mi Ram']",Spring Turns to Spring
"['Jo Min Ki', 'Kim Yoo Jung', 'Yoo Seung Ho', 'Shin Eun Kyung', 'Seo Woo']",Flames of Desire
"['Oh Ji Ho', 'Lee Soo Kyung', 'Kim Min Jae (1996)', 'Son Ji Hyun (1990)', 'Hong Eun Taek', 'Jung Soo Young']",My Little Baby
"['Chun Jung Myung', 'Go Jun Hee', 'Jo Yun Woo', 'Go Hyun Jung', 'Ahn Sun Young']",What's Up Fox?
"['Lee Joon Hyuk (1984)', 'Jung In Sun', 'Seo Jeong Yeon', 'Lee Won Jong', 'Jo Hee Bong']",Naked Fireman
"['Jung Joon Ho', 'Choi Jin Shil', 'Byun Jung Soo', 'Jung Woong In', 'Hwang Jung Eum']",The Last Scandal of My Life
"['Kang Ye Won', 'Moon Jung Hee', 'Ha Il']",Pets GO! Doggy Trip
"['Uhm Hyun Kyung', 'Kwak Hee Sung', 'Sung Hyuk', 'Yuna', 'Yoon Ye Hee', 'Cho Sun Mook', 'Kwon Sung Min']",Single Wife
"['Jasper Cho', 'Lina Kwon']",Showbiz Korea
"['Lee Hwi Jae', 'Kim Sook', 'Sung Si Kyung']",Battle Trip
"['Kim Seung Woo', 'Song Yoon Ah', 'Bae Yong Joon', 'Song Hye Kyo']",Hotelier
"['BTS', 'Apink', 'BTOB', 'EXO', 'GOT7', 'iKON', 'MONSTA X', 'NCT Dream', 'Stray Kids', 'The Boyz', 'TWICE', 'Wanna One', 'WINNER', 'Golden Child', 'gugudan', 'Norazo', 'TVXQ', 'Lovelyz', 'Red Velvet', 'MAMAMOO', 'MOMOLAND', 'Vibe', 'Baek Ji Young', 'BEN', 'Bolbbalgan4', 'Bizzy', 'VIXX', 'Sunmi', 'Sunwoo Jung Ah', 'SEVENTEEN', '(G)I-DLE', 'GFRIEND', 'Oh My Girl', 'WJSN', 'Yoon Mi Rae', 'Tiger JK', 'Hong Jin Young', 'Hwan Hee', 'Noh Hong Chul', 'Yoona', 'Choi Minho', 'Cha Eun Woo']",2018 MBC Music Festival
"['Yoon Kye Sang', 'Min Hyo Rin', 'Lee Jung Jae', 'Lee Ha Na', 'Lee Sun Gyun', 'Song Joong Ki', 'Kim Byung Choon', 'Kim Chang Wan', 'Kim Young Kwang', 'Lee Sung Min', 'Kim Sang Ho', 'Park So Hyun', 'Jung Ji Soon', 'Ryu Sung Hoon', 'Kang Ji Hoo', 'Kim Hye Jung']",Triple
"['Oh Ha Young', 'Go Yoon', 'Son Seung Kook', 'Hwang So Hee', 'Jung Eun Hye', 'Im Young Seo']",Love in Memory
"['Kim Min Kyu', 'Park Chorong', 'Ryu Jin', 'Hyuk']",Special Laws of Romance
"['TWICE', 'Wanna One', 'CLC', '(G)I-DLE', 'Red Velvet', 'NCT', 'Stray Kids', 'SEVENTEEN', 'VIXX', 'gugudan', 'The Boyz', 'MXM', 'BLANC7', 'Astro', 'Jun Hyun Moo', 'Nayeon', 'Leeteuk']",2018 Idol Star Athletics Champio...
"[""Kim Taehyung (BTS's V)"", 'RM', 'Jimin', 'Jin', 'J-Hope', 'Suga', 'Jungkook', 'Kang Daniel', 'TWICE', 'MAMAMOO', 'MONSTA X', ""Jimin (AOA's)"", ""Kwon Mina (AoA's Min A)"", 'Nancy', 'Seolhyun', 'NCT 127', 'BTS']",2018 Soribada Best K-Music Awards
"['Chun Jung Myung', 'Seo Hyun Jin', 'Lee Sang Yoon', 'Han Ji Hye', 'Ahn Yun Hong', 'Lee Moon Shik', 'Ra Mi Ran', 'Seo Yi Sook', 'Choi Woo Shik', 'Kim Yoon Seo', 'Jung Chan', 'Kim Ki Bang', 'Jung Han Hun', 'Yoon Yoo Sun', 'Kang Shin Il', 'Kwon Oh Joong', 'Kim Yong Hee', 'Im Hyun Shik', 'Jin Se Yeon', 'Jung In Ki', 'Lee Ki Young', 'Lee Seol Ah']",The Duo
"['Oh Ha Young', 'Go Yoon', 'Hwang So Hee', 'Jung Eun Hye', 'Kim Tae Min', 'Im Young Seo']",Love in Time
"['Kim Ji Han', 'Moon So Ri', 'Shin Sung Rok', 'Lee So Yeon', 'Lee Jong Won', 'Park Geun Hyung', 'Kim Hye Ok', 'Jang Yong', 'Lee Tae Im']",My Life's Golden Age
"['Kim Jaejoong', 'Lee Tae Hwan', 'Yoo Seon Ho', 'Woohyun', 'Lim Young Min', 'Jo Se Ho']",Photo People in Tokyo
"['Kim Hee Ae', 'Son Ho Jun', 'Kim Min Jong', 'Lee Da Hee', 'Shin So Yul', 'Lee Gi Kwang', 'Ji Seung Hyun']",Mrs. Cop
"['Song Ji Hyo', 'Kwon Hyuk Soo', 'Goo Jae Yee', 'Yeonwoo']",Song Ji Hyo's Beautiful Life
"['N', 'Jung Da Bin (2000)', 'Lee Hongbin', 'Chanmi', 'Choi Soo Han']",What’s With Money?
"['Ji Jin Hee', 'Ku Hye Sun', 'Lee Chun Hee', 'Yoo Sun', 'Lee Ah Hyun', 'Kim Jin Geun', 'Im Sung Uhn', 'Lee Hwi Hyang', 'Kal So Won', 'Kim Chang Wan', 'Clara', 'Sean Dulake', 'Park Eun Suk', 'Yang Ohn Yoo', 'Choi Il Hwa', 'Kang Nam Gil']","Take Care of Us, Captain"
"['Kang Ji Sub', 'Jang Shin Young', 'Choi Phillip']",The Empress
"['BTS', 'EXO', 'TWICE', 'BLACKPINK', 'iKON', 'MAMAMOO', 'MOMOLAND', 'GFRIEND', 'GOT7', 'Wanna One', 'Red Velvet', 'WINNER', 'Apink', 'Sunmi', 'MONSTA X', 'BTOB', 'NCT', 'SEVENTEEN', 'Jun Hyun Moo', 'Jo Bo Ah']",2018 SBS Gayo Daejeon_Music Fest...
"['Bong Tae Gyu', 'Choi Jung Yoon', 'Lee Hyun Woo (1966)', 'Jung Da Bin', 'Kim Rae Won', 'Kang Boo Ja', 'Jin Tae Hyun', 'Jang Yong', 'Kim Chang Sook', 'Suh Hyun', 'Cha Joo Ok', 'Kim Ja Ok', 'Kim Mu Saeng']",Attic Cat
"['Baro', 'Lee Bo Young', 'Jung Gyu Woon', 'Cho Seung Woo', 'Joo Jin Mo (1958)', 'Jung Eun Pyo', 'Shin Goo', 'Yun Je Wook', 'Jung Hye Sun', 'Kim Yoo Bin', 'Han Sun Hwa', 'No Min Woo', 'Kang Shin Il', 'Kim Tae Woo', 'Ahn Se Ha']",God’s Gift - 14 Days
"['Han Hye Jin', 'Yoon Sang Hyun', 'Yoo In Young', 'Kim Tae Hoon', 'Choi Il Hwa', 'Lee Mi Do', 'Lee Na Yoon', 'Han Kyu Won', 'Sung Ryung', 'Gong Jung Hwan', 'Heo Tae Hee']",Hold Me Tight
"['Baek Sung Hyun', 'Kim Sang Kyung', 'Lee Soo Hyuk', 'Kim Young Kwang', 'Hong Jong Hyun', 'Kim Woo Bin', 'Sung Joon', 'Esom', 'Kwak Jung Wook', 'Jung Suk Won', 'Lee El']",KBS Drama Special: White Christmas
"['Jang Hyun Sung', 'Kim Yoo Jung', 'Lee Tae Ri', 'Han Da Gam', 'Seo Shin Ae', 'Seo Jun Young', 'Jung Eun Pyo', 'Chun Ho Jin']",Grudge: The Revolt of Gumiho
"['Kim Yoo Jung', 'Park Sun Ho', 'Son Ji Hyun (1990)', 'Baek Sung Hyun', 'Kim Woo Bin']",Love Cells 1
"['Yoo Joon Sang', 'Uhm Ji Won', 'Namgoong Min', 'Jeon Hye Bin']",Distorted
"['Kei (1995)', 'Choi Won Myeong']",Music Bank K-Chart
"['Lee Sun Gyun', 'Song Ji Hyo', 'Ye Ji Won', 'Kim Hee Won', 'BoA', 'Lee Sang Yeob']",My Wife Is Having an Affair This...
"['Ryu Hwayoung', 'Shin Jae Ha']",Traces of the Hand
"['Uhm Tae Woong', 'Kim Ah Joong', 'Ji Hyun Woo', 'Park Hae Joon', 'Lee Seung Joon', 'Park Hyo Joo', 'Kim Sun Young (1976)', 'Hyosung', 'Lee Moon Shik', 'Shin Jae Ha', 'Lee Jae Kyoon']",Wanted
"['Yoo Dong Geun', 'Song Sun Mi', 'Lee Yoon Ji', 'Yang Mi Kyung', 'Jung Woo']",Dandelion Family
"['Kim Sook', 'Kang Ye Won', 'Hong Jin Kyung', 'Han Chae Young', 'Gong Min Ji', 'Jeon So Mi', 'Hong Jin Young']",Sister's Slam Dunk Season 2
"['So Ji Sub', 'Kim Sun Ah', 'Jung Yu Mi (1984)', 'Jung Jae Young', 'Shin Ha Kyun', 'So Yoo Jin', 'Yeon Jung Hoon', 'Chae Si Ra', 'Lee Yoo Ri', 'Kim Kang Woo', 'Jang Ki Yong', 'Jung In Sun', 'Woo Do Hwan', 'Moon Ga Young', 'Lee Kyu Han', 'Park Joon Geum', 'Jung Sang Hoon', 'Jo Bo Ah', 'Kang Boo Ja', 'Heo Joon Ho', 'Ryu Han Bi', 'Shin Eun Soo', 'Wang Suk Hyun', 'Lee Na Yoon', 'Kim Gun Woo (2007)', 'Ock Ye Rin', 'Jo Ye Rin (2008)', 'Kang Ki Young', 'Kim Jaekyung', 'Jeon No Min', 'Jung Hye Young', 'Oh Seung Ah', 'Lee Seol', 'Kim Kyung Nam', 'Lee Junyoung', 'GFRIEND', 'Seunghee (OhMyGirl)', 'Muzie', 'Seohyun', 'Kim Yong Man']",2018 MBC Drama Awards
"['Heo Kyung Hwan', 'Jackson', 'BamBam', 'Jo Jae Yoon', 'Ryu Seung Soo']",Real Men
"['Ji Jin Hee', 'Kim Ji Soo', 'Park Seo Joon', 'Han Hye Jin', 'Lee Sang Woo', 'Kim Hye Na', 'Yoon Jong Hwa']",A Word From Warm Heart
"['Ji Sung', 'Kim Min Jung', 'Jo Jae Hyun', 'Lee Ji Hoon (1979)', 'Jang Hyun Sung', 'Sung Dong Il', 'Park Chul Min', 'Jung Dong Hwan', 'Shin Dong Mi', 'Lee Ki Young', 'Jung Ho Keun']",New Heart
"['Kang Mina', 'Mark Lee']",Show! Music Core
"['Lee Seo Jin', 'Lee Eun Joo', 'Eric Mun', 'Jung Hye Young', 'Han In Soo', 'Lee Kyung Jin', 'Park Geun Hyung', 'Kim Byung Se', 'Kim Bin Woo', 'Lee Yoo Jin']",Phoenix
"['Choi Chul Ho', 'Honey Lee', 'Lee Dong Wook', 'Kim Hyun Joo', 'Choi Soo Rin', 'Kang Kyung Hun', 'Lee Won Jong', 'Song Jae Ho', 'Lee Jung Gil', 'Shin Yi', 'Kim Kap Soo', 'Kim Dong Wook', 'Kim Seung Wook', 'Ga Deuk Hee', 'Park Chul Min', 'Nam Da Reum', 'Jung Yoon Suk', 'Kim Shi Hyang', 'Noh Tae Yub']",The Partner
"['Jung Joon Ho', 'Kim Nam Joo', 'Park Shi Hoo', 'Chae Jung An', 'Ha Yoo Mi', 'Kang Rae Yun', 'Kim Yong Gun', 'Kim Chang Wan', 'Kim Yong Hee', 'Yang Jin Woo', 'Choi Jung Woo', 'Jung Soo Young', 'Choi Min', 'Kim Seung Woo', 'Choi Yoon Young', 'Ga Deuk Hee', 'Oh Na Ra', 'Yoo Ji In', 'Park Jung Soo', 'Shin Soo Yun', 'Oh Soo Min', 'Kim Hye Jung', 'Han Yeo Woon', 'Yoo Tae Woong']",Queen of Reversals
"['Han Jae Suk', 'Honey Lee', 'Go Yoon Hoo', 'Park Sun Young', 'Im Ye Jin', 'Go Doo Shim', 'Shin Seung Hwan', 'Baek Yoon Shik']",Immortal Classic
"['Kim Ji Han', 'Park Min Young', 'Kim Myung Min', 'Chae Jung An', 'Kim Sang Joong', 'Lee Byung Joon', 'Kim Yoon Seo', 'Lee Minhyuk', 'Im Seung Dae', 'Oh Jung Se', 'Go In Bum', 'Choi Il Hwa', 'Kim Young Hoon', 'Ahn Sun Young', 'Lee Joo Yeon', 'Jung Kyu Soo', 'Kim Seo Hyung', 'Lee Han Wi', 'Jung Han Yong', 'Kim Suh Kyung', 'Lee Jung Hun', 'Park Jung Woo', 'Kim Min Chan', 'Kim Jung Wook', 'Park Young Ji']",A New Leaf
"['Ryu Shi Won', 'Kim Ha Neul', 'Kim Min Jong', 'Ha Ji Won', 'Lee Ah Hyun', 'Kim Hyo Jin', 'Lee Hwi Hyang']",Secret
"['Nam Tae Hyun', 'Seo Min Ji']",Midnight's Girl
"['Yoo Dong Geun', 'Kim Young Min', 'Jang Mi Hee', 'Cha Hwa Yun', 'Choi Soo Jong', 'Cha Tae Hyun', 'Ra Mi Ran', 'Seo Kang Joon', 'Baek Jin Hee', 'Daniel Choi', 'Jang Dong Gun', 'Gong Seung Yeon', 'Kim Myung Min', 'Bae Doona', 'Lee Jang Woo', 'Uee', 'Jin Kyung', 'Park Hyung Sik', 'Han Ji Hye', 'Lee Sang Woo', 'Park Ha Na', 'Lee Il Hwa', 'Lee Seol', 'Jang Dong Yoon', 'Yoon Park', 'Kim Hyun Sook', 'Yoon Jin Yi', 'Kim Won Hae', 'In Gyo Jin', 'Park Se Wan', 'Seol In Ah', 'Park Sung Hoon', 'Kim Kwon', 'Kim Hwan Hee', 'Nam Da Reum', 'Hyolyn', 'Kim Myung Hoon', 'Jun Hyun Moo', 'Uee']",2018 KBS Drama Awards
"['Park Min Woo', 'Kim Ji An', 'Sun Ho Jin']",Romance Blue
"['Kwon Sang Woo', 'Yoona', 'Song Chang Eui', 'Han Da Gam', 'Jung Woo']",Cinderella Man
"['Jung Chae Yeon', 'Choi Tae Joon', 'Song Tae Woo', 'Jo Seung Hee', 'Lee Saem', 'Kim Tae Yoon (1985)']",109 Strange Things
"['Kim Dong Jun', 'Kei (1995)', 'Yoon Doo Joon', 'Yoon Bomi', 'Hani', 'Jin', 'Jimin', 'Jungkook', 'J-Hope', 'Ken', ""Kim Taehyung (BTS's V)"", 'RM', 'Suga', 'Seo Eun Kwang', 'Yook Sungjae', 'Jinyoung (GOT7)', 'JB', 'Ravi (of VIXX)', 'Jackson', 'Ken', 'Jooheon', 'Dahyun', 'Tzuyu', 'Nayeon', 'Jung Eun Ji', 'Jinyoung (B1A4)', 'Jun Hyun Moo', 'Kwanghee', 'Hyeri', 'Leeteuk']",2016 Idol Star Athletics Champio...
"['Jimin', 'J-Hope', 'Kim Kwang Gyu', 'Shin Hyun Joon', 'Lee Soo Geun', 'Jun Hyun Moo', 'Kim Jong Min', 'John Park', 'BTS']",God’s Workplace
"['Jung Chae Yeon', 'Kim Sung Cheol', 'Park Mi Sun', 'Yang Ik Joon', 'NC.A', 'Choi Yu Ri', 'Lee Sang Yi', 'Jo Kwan Woo', 'Nam Tae Boo']",to. Jenny
"['Park Seon Woo', 'Jung Chae Yeon']",I Am
"['Suho', 'Nayeon', 'Baro', 'Seolhyun', 'Jinyoung (B1A4)', 'Suga', 'RM', 'J-Hope', 'Jin', 'Jungkook', 'Jimin', ""Kim Taehyung (BTS's V)"", 'Kei (1995)', 'Kim Sejeong', 'Jooheon', 'Ken', 'Tzuyu', 'Ravi (of VIXX)', 'Jaehyun (of NCT 127)', 'Dahyun', 'Lee Soo Geun', 'Jung Eun Ji', 'Jun Hyun Moo']",2017 Idol Star Athletics Champio...
"['Yu Xiao Tong', 'Nam Gyu Ri', 'Fei (Miss A)', 'Song Won Seok', 'Kim Soo Ro', 'Kim Soo Ro', 'Yeon Jung Hoon']",Swan
"['Lee Dong Gun', 'Kim Sun Ah', 'Lee Joo Hyun', 'Kim Jung Hwa', 'Kim Hyung Bum', 'Kim Seung Wook', 'Kim Hyang Gi', 'Kim Yong Gun', 'Kim Byung Ok', 'Jo Hee Bong', 'Kim Kap Soo', 'Park Ki Woong', 'Jun Won Joo', 'Choi Joo Bong', 'Ki Joo Bong', 'Park Young Ji', 'Lee Young Hoo']",When It's at Night
"['Kim Kang Woo', 'Lee Si Young', 'Uhm Ki Joon', 'Han Da Gam', 'Seo Min Ji']",Golden Cross
"['Eddy Oh', 'Nancy']",Pops in Seoul
"['Cha Tae Hyun', 'Kim Ha Neul', 'Jang Hyuk', 'Kim Hyun Joo', 'Park Geun Hyung', 'Sunwoo Yong Nyeo']",Into the Sunlight
"['Gong Yoo', 'Sung Yuri', 'Namgoong Min', 'Lee Yeon Hee']",One Fine Day
"['Jin', 'Suho', 'Baek Hyun (EXO)', 'Yook Sungjae', 'Kwanghee', 'Fei (Miss A)', 'Ravi (of VIXX)', 'N', 'Ken', 'Lee Hongbin', 'Dahyun', 'DinDin', 'Hyejeong', 'Kangnam', 'Soyou', 'Seo Eun Kwang', 'Kim Sung Joo', 'BTS']",Idol King of Cooking
"['Kim Gura', 'Park Sun Young (1982)']",E-news Exclusive
"['Jo Se Ho', 'Ji Jin Hee', 'Cha Tae Hyun', 'Bae Jung Nam']",Where On Earth??
"['Jung Yong Hwa', 'Yoon Eun Hye', 'Oh Jung Se', 'Han Chae Ah', 'Lee Dong Gun', 'Lee Mi Do', 'Shin Bo Ra', 'Ahn Se Ha']",Marry Him If You Dare
"['Lee Tae Sung', 'Soo Ae', 'Lee Jung Jin', 'Hwang Ji Hyun', 'Yoona', 'Lee Sang Woo', 'Lee Hee Do']",9 End 2 Outs
"['MONSTA X', 'NCT 127', 'NUEST W', 'MOMOLAND', 'PRISTIN V', 'Eun Ji Won', 'Son Dong Woon', 'Joo E']",School Attack 2018
"['Kim Jae Won', 'Hong Eun Hee', 'Kim Rae Won', 'Jang Nara']",My Love Patzzi
"['Kim Myung Min', 'Lee Ji Ah', 'Lee Soon Jae', 'Hyun Jyu Ni', 'Jang Geun Suk', 'Yum Dong Hun', 'Kim Young Min', 'Lee Han Wi', 'Hwang Young Hee', 'Song Ok Sook', 'Park Chul Min', 'Park Gil Soo', 'Jo Se Eun', 'Park Eun Joo', 'Lee Bong Gyu', 'Kim Ik', 'Jung Suk Yong', 'Baek Jae Jin']",Beethoven Virus
"['Dong Ho', 'Yum Jung Ah', 'Jeon No Min', 'Cha Ye Ryun', 'Ji Sung', 'Kim Jung Hak', 'Ki Tae Young', 'Lee Chae Young', 'Min Joon Hyun', 'Ha Yun Joo', 'Lee Ki Young', 'Choi Yoon So', 'Ryu Dam', 'Jun Soo Kyung', 'Kim Hye Ok', 'Lee Da Hee', 'Kim Young Ae', 'Dok Go Young Jae', 'Kim Yoo Ri', 'Jeon Mi Sun', 'Ahn Nae Sang', 'Seo Yoo Jung', 'Jo Sang Ki']",Royal Family
"['Eric Mun', 'Jung Yu Mi (1983)', 'Lee Kyu Han', 'Yoon Ji Hye']",Que Sera Sera
